Queen of Shadows,Sarah J. Maas,Fantasy Romance,"[['5414', '1111'], ['1349', '0'], ['1111', '1111'], ['0']]",Rowan Whitethorn,['Fae Warrior'],['0'],Aelin Galathynius,"['Assassin', 'Queen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quicksilver,Callie Hart,Fantasy Romance,"[['441', '211', '111'], ['0']]",Kingfisher,['Fae Warrior'],['0'],Saeris Fane,"['Thief', 'Alchemist', 'Queen']",Kingfisher,['Fae Warrior'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reckless,Lauren Roberts,Fantasy Romance,"[['0', '9'], ['1111', '3355']]",Kai,"['Prince', 'Enforcer']","['1111', '3355']",Paedyn,"['Ordinary', 'Underground Fighter']",Kai,"['Prince', 'Enforcer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restless Stars,"Caroline Peckham, Susanne Valenti",Fantasy Romance,[['0']],Darius Acrux,['None'],['0'],Tory Vega,['Queen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary of the Shadow,Aurora Ascher,Fantasy Romance,[['0']],Unknown (winged beast),['Unknown'],['0'],Harrow,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Six Scorched Roses,Carissa Broadbent,Fantasy Romance,[[0]],Vale,['Vampire'],[9],Lilith,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slay,Laurell K. Hamilton,Fantasy Romance,"[['9', '9']]",Jean-Claude,['Vampire King'],['9'],Anita Blake,"['Vampire Hunter', 'Animator']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smolder,Laurell K. Hamilton,Fantasy Romance,"[['3355', '3359', '3355']]",Jean-Claude,['Vampire King'],['0'],Anita Blake,"['Vampire Hunter', 'Private Investigator', 'Preternatural U.S. Marshal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark of the Everflame,Penn Cole,Fantasy Romance,[['2221']],Henri Albanon,['Rebel'],['0'],Diem Bellator,['Healer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword Catcher,Cassandra Clare,Fantasy Romance,"[['9'], ['2211']]",Lin Caster,['Physician'],['2211'],Kel,['Sword Catcher'],Lin Caster,['Physician'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swordcrossed,Freya Marske,Fantasy Romance,"[['0', '1420'], ['2654', '0']]",Luca Piere,"['Duellist', 'Con artist']","['2654', '0']",Mattinesh Jay,"['Heir', 'Wool-merchant']",Luca Piere,"['Duellist', 'Con artist']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Time I Got Drunk and Saved a Demon,Kimberly Lemming,Fantasy Romance,[['3324']],Fallon,['Demon'],['0'],Cinnamon,['Spice Trader'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ashes and the Star-Cursed King,Carissa Broadbent,Fantasy Romance,"[['1112', '1112'], ['1112']]",Raihn,['King'],['1112'],Oraya,"['Princess', 'Queen']",Raihn,['King'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Beloved,J.R. Ward,Fantasy Romance,"[[0], [9]]",Nate,['Fighter'],[9],Nalla,['Not applicable'],Nate,['Fighter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Choice,Nora Roberts,Fantasy Romance,[['2641']],Keegan,['Head of Government'],['0'],Breen,['Warrior'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Courting of Bristol Keats,Mary E. Pearson,Fantasy Romance,[[0]],King Tyghan,['King'],['1111'],Bristol Keats,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Coven,Harper L. Woods,Fantasy Romance,"[['9'], ['1345', '9']]",Alaric Grayson Thorne,"['Headmaster', 'Vessel']","['1345', '9']",Willow Madizza,['Witch'],Alaric Grayson Thorne,"['Headmaster', 'Vessel']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cursed,Harper L. Woods,Fantasy Romance,[['0']],Gray,['Unknown'],['0'],Unknown,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Emperor and the Endless Palace,Justinian Huang,Fantasy Romance,"[['2422'], ['5151'], ['0']]",Young Emperor,['Emperor'],['1111'],Ambitious Courtier,['Courtier'],Lonely Innkeeper,['Innkeeper'],College Student,['College Student'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fae Princes,Nikki St. Crowe,Fantasy Romance,"[[0], [0]]",Peter Pan,['Not applicable'],[0],Winnie Darling,['Not applicable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Foxglove King,Hannah Whitten,Fantasy Romance,"[['9', '9']]",Bastian,['None'],['0'],Lore,"['Poison Runner', 'Magic User']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Half King,Melissa Landers,Fantasy Romance,[[0]],Kian Hannibal Mortara,['King'],[0],Cerise,['Acolyte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hurricane Wars,Thea Guanzon,Fantasy Romance,"[['3153', '0', '1111'], ['1111', '0']]",Alaric,"['Heir', 'Shadowforged Warrior']","['1111', '0']",Talasyn,"['Pilot', 'Lightweaver', 'Heir']",Alaric,"['Heir', 'Shadowforged Warrior']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last One,Rachel Howzell Hall,Fantasy Romance,[[0]],Blacksmith,['Blacksmith'],['7221'],Kai,['Not applicable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mirror,Nora Roberts,Fantasy Romance,"[['2166'], ['0']]",Trey,['Unknown'],['0'],Sonya MacTavish,['Graphic Designer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Night Ends with Fire,K.X. Song,Fantasy Romance,[['0']],Sky,['Prince'],['0'],Meilin,['Soldier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ornithologist's Field Guide to Love,India Holton,Fantasy Romance,"[['2131'], ['2131']]",Devon Lockley,['Ornithologist'],['2131'],Beth Pickering,['Ornithologist'],Devon Lockley,['Ornithologist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Songbird & the Heart of Stone,Carissa Broadbent,Fantasy Romance,"[[0, 0], [0]]",Asar,['Bastard Prince'],[0],Mische,"['Vampire', 'Bride of the Sun']",Asar,['Bastard Prince'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Spellshop,Sarah Beth Durst,Fantasy Romance,"[['2622', '5221']]",Larran,['Farmer'],['6111'],Kiela,"['Librarian', 'Shop Owner']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Unfortunate Side Effects of Heartbreak and Magic,Breanne Randall,Fantasy Romance,"[['1412'], [0]]",Jake McNealy,['Firefighter'],['5411'],Sadie Revelare,['Café Owner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Unmaking of June Farrow,Adrienne Young,Fantasy Romance,[['6113']],Eamon Stone,['Farmer'],['0'],June Farrow,['Flower Farmer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wren in the Holly Library,K. A. Linde,Fantasy Romance,"[['4419'], [0]]",Graves,['Unknown'],[0],Kierse,['Thief'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throne of Secrets,Kerri Maniscalco,Fantasy Romance,"[['1112'], ['2642']]",Adriana Saint Lucent,['Journalist'],['2642'],Gabriel Axton,['Prince'],Adriana Saint Lucent,['Journalist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throne of the Fallen,Kerri Maniscalco,Fantasy Romance,"[['0'], ['2166', '1420']]",Camilla Antonius,"['Painter', 'Gallery Owner']","['2166', '1420']",Envy,['Prince'],Camilla Antonius,"['Painter', 'Gallery Owner']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To Gaze Upon Wicked Gods,Molly X. Chang,Fantasy Romance,[['5414']],Enemy Prince,['Prince'],['1111'],Ruying,['Assassin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower of Dawn,Sarah J. Maas,Fantasy Romance,"[['1349', '1112'], ['1349']]",Yrene Towers,['Healer'],['2221'],Chaol Westfall,"['Captain of the Guard', 'Hand of the King']",Nesryn Faliq,['Captain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under the Oak Tree,Suji Kim,Fantasy Romance,"[[0], [1349]]",Riftan Calypse,['Knight'],[1349],Maximilian Calypse,['Noblewoman'],Riftan Calypse,['Knight'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When the Moon Hatched,Sarah A. Parker,Fantasy Romance,"[['5414', '3435']]",Kaan,['King'],['1111'],Raeve,"['Assassin', 'Cage Fighter']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yumi and the Nightmare Painter,Brandon Sanderson,Fantasy Romance,"[['9', '9'], ['9']]",Painter,['Nightmare Painter'],['9'],Yumi,"['Yoki-hijo', 'Summoner']",Painter,['Nightmare Painter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Her Soul to Take,Harley Laroux,Fantasy Romance,"[['2642'], [9]]",Leon,['Demon'],[9],Rae Lawson,['Paranormal Vlogger'],Leon,['Demon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book Title,Book Author,Genre,ISCO,Love Interest,Love Interest Profession,Love Interest's ISCO,Protagonist 1,Profession 1,Protagonist 2,Profession 2,Protagonist 3,Profession 3,Protagonist 4,Profession 4,Protagonist 5,Profession 5,Protagonist 6,Profession 6,,,,,,,,,,,,,,,,,,,,,,,,
Lady Macbeth,Ava Reid,Historical Fiction,"[['11'], ['10', '11']]",Lisander,['Prince'],['11'],Roscille,['Queen'],Macbeth,"['Thane', 'King']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Calamity of Souls,David Baldacci,Historical Fiction,"[['2611'], ['2611']]",Desiree DuBose,['Lawyer'],['2611'],Jack Lee,['Lawyer'],Desiree DuBose,['Lawyer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Dangerous Business,Jane Smiley,Historical Fiction,"[['5170'], ['5170']]",None,['None'],,Eliza Ripple,['Prostitute'],Jean,['Prostitute'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Gentleman in Moscow,Amor Towles,Historical Fiction,"[['10', '5131']]",Anna Urbanova,['Actress'],['2655'],Count Alexander Rostov,"['Aristocrat', 'Headwaiter']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absolution,Alice McDermott,Historical Fiction,"[['9', '2330'], ['0']]",Peter Kelly,['Civilian Advisor for the CIA'],['2422'],Patricia Kelly,"['Military Wife', 'Teacher']",Rainey,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Broken Places,John Boyne,Historical Fiction,[['5223']],Edgar Fernsby,['Historian'],['2632'],Gretel Fernsby,"['Shop Worker', 'Department Store Employee']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Light We Cannot See,Anthony Doerr,Historical Fiction,"[['1'], ['1','3114', '0310']]",None,['None'],,Marie-Laure Leblanc,['Child'],Werner Pfennig,"['Child', 'Radio Technician', 'Soldier']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beyond That, the Sea",Laura Spence-Ash,Historical Fiction,[[0]],None,['None'],,Beatrix Thompson,"['Child', 'Nursery School Teacher']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By Any Other Name,Jodi Picoult,Historical Fiction,"[['2641'], ['2641', '2359', '1345', '7514']]",Jasper Tolle,"['Critic', 'Artistic Director']","['2642', '1431']",Melina Green,"['Playwright', 'Technical Writer']",Emilia Bassano,"['Poet', 'Playwright', 'Tutor', 'School Owner', 'Brewer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenneville,Paulette Jiles,Historical Fiction,[['0310']],Victoria Reavis,['Telegraphist'],['3521'],John Chenneville,['Union Soldier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear,Carys Davies,Historical Fiction,"[[4], [2636]]",None,['None'],,Ivar,['Not applicable'],John Ferguson,['Church Minister'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud Cuckoo Land,Anthony Doerr,Historical Fiction,"[['5221'], ['0310'], ['2643', '2641'], ['9'], ['3153']]",Rex Browning,['Translator'],['2643'],Anna,['Book Seller'],Omeir,['Soldier'],Zeno,"['Translator', 'Playwright']",Seymour,['Environmental Activist'],Konstance,['Astronaut'],,,,,,,,,,,,,,,,,,,,,,,,,,
Clytemnestra,Costanza Casati,Historical Fiction,[['11']],Aegisthus,['Unknown'],['0'],Clytemnestra,['Queen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code Name Sapphire,Pam Jenoff,Historical Fiction,[[0310]],None,['None'],,Hannah Martel,['Resistance fighter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essex Dogs,Dan Jones,Historical Fiction,"[['0100'], ['0310'], ['2636']]",None,['None'],,Captain Loveday,['Captain'],Scotsman,['Archer'],Father,['Priest'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finding Margaret Fuller,Allison Pataki,Historical Fiction,"[['2641', '2642']]",Roman Count,['Count'],['10'],Margaret Fuller,"['Editor', 'Foreign News Correspondent']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flags on the Bayou,James Lee Burke,Historical Fiction,"[[9], [9], [2212]]",Hannah Laveau,['Enslaved person'],[9],Hannah Laveau,['Enslaved person'],Florence Milton,['Abolitionist schoolteacher'],Wade Lufkin,['Surgeon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go as a River,Shelley Read,Historical Fiction,[['1311']],Wilson Moon,['Unknown'],['0'],Victoria Nash,['Farm Manager'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good Night, Irene",Luis Alberto Urrea,Historical Fiction,"[['5329'], ['5329']]",Hans,['Fighter Pilot'],['3153'],Irene Woodward,['Red Cross Clubmobile Worker'],Dorothy Dunford,['Red Cross Clubmobile Worker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamnet,Maggie O'Farrell,Historical Fiction,"[['2230'], ['2353', '2641']]",William Shakespeare,"['Latin Tutor', 'Playwright']","['2353', '2641']",Agnes,['Healer'],William Shakespeare,"['Latin Tutor', 'Playwright']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hang the Moon,Jeannette Walls,Historical Fiction,"[['5311', '15']]",Douglas Rawley,['Unknown'],['0'],Sallie Kincaid,"['Caretaker', 'Bootlegger']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,Geraldine Brooks,Historical Fiction,"[['9'], ['1420'], ['2633'], ['2131']]",Theo Northam,['Art Historian'],['2633'],Jarret Lewis,['Enslaved groom'],Martha Jackson,['Art Gallerist'],Theo Northam,['Art Historian'],Jess,['Osteologist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kairos,Jenny Erpenbeck,Historical Fiction,"[[7], [0]]",Hans,['Unknown'],[0],Katharina,['Student (art)'],Hans,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Tan's Circle of Women,Lisa See,Historical Fiction,[['2211']],Yang Maoren,['Merchant'],['1420'],Tan Yunxian,['Physician'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let Us Descend,Jesmyn Ward,Historical Fiction,[['9']],Bastian,['Escaped Enslaved Person'],['9'],Annis,"['Enslaved Person', 'Escaped Enslaved Person']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Like Mother, Like Mother",Susan Rieger,Historical Fiction,"[['2642'], ['2642', '1210'], ['0']]",Xander,['Unknown'],['0'],Grace Maier,['Correspondent'],Lila Pereira,"['Journalist', 'Executive Director']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loyalty,Lisa Scottoline,Historical Fiction,"[['6111'], ['2611']]",None,['None'],,Franco Fiorvanti,['Lemon Grower'],Gaetano Catalano,['Lawyer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menewood,Nicola Griffith,Historical Fiction,"[['10', '2422']]",None,['None'],,Hild,"['Lady of Elmet', 'Advisor']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Morgan's Book Brigade,Janet Skeslien Charles,Historical Fiction,"[['2622'], ['2622']]",Tom,['Soldier'],['0310'],Jessie Carson,"['Librarian', 'CARD Member']",Wendy Peterson,['Librarian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicked,M. T. Anderson,Historical Fiction,"[['3413'], ['9']]",None,['None'],,Nicephorus,['Monk'],Tyun,['Treasure Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Watch,Jayne Anne Phillips,Historical Fiction,"[[1], [4]]",None,['None'],,ConaLee,['Child'],Eliza,['Not applicable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nineteen Steps,Millie Bobby Brown,Historical Fiction,[['0']],Ray,['Airman'],['3153'],Nellie Morris,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only the Brave,Danielle Steel,Historical Fiction,"[['9', '3413']]",US Airman,['Airman'],['3153'],Sophia Alexander,"['Dissident', 'Nun']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ours,Phillip B. Williams,Historical Fiction,[['9']],None,['None'],,Saint,['Conjurer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachinko,Min Jin Lee,Historical Fiction,"[['5212', '5120'], ['5120'], ['1431'], ['2410', 5120]]casinocas",Koh Hansu,['Businessman'],['1120'],Sunja,"['Kimchi Seller', 'Restaurant Worker']",Noa,['Pachinko Worker'],Mozasu,['Pachinko Manager'],Solomon,"['Banking Professional', 'Pachinko Worker']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polostan,Neal Stephenson,Historical Fiction,"[['<isco1a>', '<isco1b>'], ['<isco2a>']]",None,['None'],['0'],Dawn Rae Bjornberg,"['Child', 'Spy]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Sing Me Home,Eleanor Shearer,Historical Fiction,"[['0', '9']]",None,['None'],['0'],Rachel,"['Runaway Slave', 'Servant']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelterwood,Lisa Wingate,Historical Fiction,"[['9'], ['3355']]",Local Tribal Police Officer,['Police Officer'],['3355'],Olive Radley,['Child'],Valerie Boren-Odell,['Law Enforcement Ranger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrines of Gaiety,Kate Atkinson,Historical Fiction,"[['1420'], ['3355', '1420'], ['3355'], ['0']]",Gwendolen Kelling,"['Private Investigator', 'Club Manager']","['3355', '1420']",Nellie Coker,['Nightclub Owner'],Gwendolen Kelling,"['Private Investigator', 'Club Manager']",Frobisher,['Detective'],Niven Coker,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Still Life,Sarah Winman,Historical Fiction,"[['0310', '7311'], ['2633', '2310']]",Livia,['Maid'],['5151'],Ulysses Temper,"['Soldier', 'Globe Maker']",Evelyn Skinner,"['Art Historian', 'Teacher']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The American Daughters,Maurice Carlos Ruffin,Historical Fiction,"[['0', '9'], ['0']]",Lenore,['Spy'],['0'],Ady,"['Enslaved Person', 'Spy']",Sanite,['Enslaved Person'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Armor of Light,Ken Follett,Historical Fiction,"[[0], [0], [2341], [1210]]",Margery Fitzgerald,['None'],['None'],Sal Clitheroe,['Unknown'],Kit Clitheroe,['Unknown'],Unknown Woman,['Educator'],Unknown Man,['Business Owner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ball at Versailles,Danielle Steel,Historical Fiction,"[['0'], ['0'], ['0'], ['0']]",Charles,['None'],['0'],Amelia Alexander,"['College Student (English Literature, Aspiring Law)']",Felicity Smith,['College Student (Chemical Engineering)'],Caroline Taylor,['College Student (Film Production)'],Samantha Walker,['College Student (Art History)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bookbinder,Pip Williams,Historical Fiction,[['7316']],None,['None'],['0'],Peg,['Bookbinder'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Booklover's Library,Madeline Martin,Historical Fiction,[['2622']],Edward,['None'],['0'],Emma,['Librarian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Briar Club,Kate Quinn,Historical Fiction,"[['0'], ['9'], ['4411'], ['0'], ['0', '2221'], ['3422'], ['0'], ['3359']]",Claire's lover,['Unknown'],['0'],Pete,['Unknown'],Grace March,['Former Soviet Spy'],Nora,['Employee at the National Archives'],Reka,['Unknown'],Fliss,"['Mother', 'Nurse']",Bea,"[""Former Professional Women's Baseball Player""]",Claire,['Unknown'],Arlene,['Employee at the House Un-American Activities Committee'],,,,,,,,,,,,,,,,,,,,
The Bullet Swallower,Elizabeth Gonzalez James,Historical Fiction,"[['0'], ['2655', '2653']]",None,['None'],['0'],Antonio Sonoro,['Bandido'],Jaime Sonoro,"['Actor', 'Singer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Caretaker,Ron Rash,Historical Fiction,"[['5153'], [0]]",Naomi,['Maid'],[0],Blackburn Gant,['Cemetery Caretaker'],Naomi,['Maid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Covenant of Water,Abraham Verghese,Historical Fiction,"[['0'], ['2212', '6210'], ['2641'], ['2211']]",Lenin Evermore,['Unknown'],['0'],Big Ammachi,['Matriarch'],Digby Kilgore,"['Surgeon', 'Farmer']",Philipose,['Writer'],Mariamma,['Doctor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Diamond Eye,Kate Quinn,Historical Fiction,"[['2622', '0812'], ['1114'], ['0812']]",Kostia Shevelyov,"['Sniper', 'Interpreter']","['0812', '2643']",Lyudmila 'Mila' Pavlichenko,"['Library Researcher', 'Sniper']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The First Ladies,"Marie Benedict, Victoria Christopher Murray",Historical Fiction,"[['1112'], ['2310', '2635']]",Franklin Delano Roosevelt,['President'],['1112'],Eleanor Roosevelt,['First Lady'],Mary McLeod Bethune,"['Educator', 'Activist']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Four Winds,Kristin Hannah,Historical Fiction,"[['6111', '9214']]",Jack Valen,['Union Organizer'],['3339'],Elsa Wolcott,"['Farmer', 'Cotton Picker']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Frozen River,Ariel Lawhon,Historical Fiction,[['2230']],Ephraim Ballard,['Surveyor'],['2165'],Martha Ballard,['Midwife'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Golden Doves,Martha Hall Kelly,Historical Fiction,"[['0', '0'], ['0']]",Luc Simon,['Unknown'],['0'],Josie,"['Resistance Fighter', 'U.S. Army Intelligence Agent']",Arlette,"['Resistance Fighter', 'Waitress', 'Clothes Designer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Alone,Kristin Hannah,Historical Fiction,"[['2410', '2641']]",Matthew Walker,['Unknown'],['0'],Leni Allbright,"['Student', 'Writer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Divide,Cristina Henriquez,Historical Fiction,"[['6221'], ['9312'], ['5322'], ['2131']]",Omar,['Construction Worker'],['9312'],Francisco,['Fisherman'],Omar,['Construction Worker'],Ada Bunting,['Caregiver'],John Oswald,['Public Health Researcher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hazelbourne Ladies Motorcycle and Flying Club,Helen Simonson,Historical Fiction,"[['1311', '3313', '5151']]",Harris Wirrall,['Fighter Pilot'],['3153'],Constance Haverhill,"['Estate Manager', 'Bookkeeper', ""Lady's Companion""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Heart in Winter,Kevin Barry,Historical Fiction,"[['2642', '2642'], [0]]",Polly Gillespie,['Unknown'],[0],Tom Rourke,"['Poet', 'Ballad-maker']",Polly Gillespie,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Heaven & Earth Grocery Store,James McBride,Historical Fiction,"[['5221'], [0]]",None,['None'],['0'],Moshe,"['Grocery Store Owner', 'Theater Manager']",Malachi,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The House of Eve,Sadeqa Johnson,Historical Fiction,"[['0', '2267'], ['0']]",Shimmy Shapiro,['Unknown'],['0'],Ruby Pearsall,"['Student', 'Optometrist']",Eleanor Quarles,['Student'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Island of Missing Trees,Elif Shafak,Historical Fiction,"[['2131', '2131'], ['2632'], ['0']]",Defne,['Archaeologist'],['2632'],Kostas,"['Evolutionary Ecologist', 'Botanist']",Defne,['Archaeologist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lincoln Highway,Amor Towles,Historical Fiction,"[['7115'], [0], [0], [0]]",None,['None'],['0'],Emmett Watson,['Carpenter'],Billy Watson,['Unknown'],Duchess Hewett,['Unknown'],Woolly Martin,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lion Women of Tehran,Marjan Kamali,Historical Fiction,"[['5223'], ['0', '9', '2330']]",Mehrdad,['Academic'],['2310'],Ellie,['Cosmetics Salesperson'],Homa,"['Student', 'Political Activist', 'Teacher']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Little Liar,Mitch Albom,Historical Fiction,"[[9, 2654], [3355], [0]]",Sebastian Krispis,['Nazi Hunter'],[3355],Nico Krispis,['Filmmaker'],Sebastian Krispis,['Nazi Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lost Journals of Sacajewea,Debra Magpie Earling,Historical Fiction,"[['2643', '5113']]",Charbonneau,['Trapper'],['6221'],Sacajewea,"['Interpreter', 'Guide']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Maniac,Benjamin Labatut,Historical Fiction,"[['2121', '2511'], ['2111']]",None,['None'],['0'],John von Neumann,"['Mathematician', 'Computer Scientist']",Paul Ehrenfest,['Physicist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Marriage Portrait,Maggie O'Farrell,Historical Fiction,"[['1112', '2651']]",Jacopo,['Artist'],['2651'],Lucrezia de' Medici,"['Duchess', 'Artist']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mitford Affair,Marie Benedict,Historical Fiction,"[['2641'], ['0'], ['0']]",Sir Oswald Mosley,['Politician'],['1112'],Nancy Mitford,['Novelist'],Diana Mitford,['Spy'],Unity Mitford,['Spy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Museum of Lost Quilts,Jennifer Chiaverini,Historical Fiction,"[['0', '2633']]",Andrew Cooper,['None'],['0'],Summer Sullivan,"['College student (History)', 'Historian']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Nightingale,Kristin Hannah,Historical Fiction,"[['2330'], ['8322']]",Antoine Mauriac,['Soldier'],['0310'],Vianne Mauriac,['Teacher'],Isabelle Rossignol,['Courier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
